Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
530549,SHILPAMED,A,366.00,368.20,349.35,355.10,35078,124.00,1510
513532,PRADPME,X,162.35,164.00,149.00,159.55,79149,124.00,674
543829,GSLSU,B,180.05,180.70,173.90,174.65,70417,124.00,973
543253,BECTORFOOD,A,1069.90,1069.90,950.00,991.00,12483,124.00,1527
543271,JUBLINGREA,A,512.70,519.30,489.20,494.50,24723,123.00,1786
543397,SAPPHIRE,A,1520.45,1526.20,1424.75,1496.40,8438,123.00,1256
541702,ASHNI,XT,21.85,22.35,20.72,21.49,592117,123.00,3212
500187,AGI,A,692.05,707.50,662.20,684.25,17941,123.00,1591
500120,DIAMINESQ,X,532.80,532.80,480.00,494.90,24891,123.00,981
500367,RUBFILA,X,89.50,91.80,83.80,84.35,144285,123.00,1615
524735,HIKAL,A,306.55,311.00,293.60,294.80,41280,123.00,1043
500365,WELSPLSOL,XT,36.62,36.99,35.70,35.70,339616,122.00,534
500245,KIRLFER,A,485.00,486.75,451.00,455.00,26401,122.00,1795
532906,MAANALU,T,98.50,99.76,90.30,99.35,124304,122.00,648
543321,TATVA,B,1685.00,1689.30,1628.30,1657.00,7419,122.00,1037
543686,SIRCA,B,419.95,419.95,395.75,398.90,30237,121.00,2249
590086,ORISSAMINE,B,5026.50,5027.35,4620.00,4620.00,2540,121.00,794
532960,DHANI,T,45.40,46.20,43.80,43.80,275525,121.00,505
520111,RATNAMANI,A,2752.00,2783.95,2645.35,2740.00,4470,121.00,1042
522295,CONTROLPR,B,793.30,799.60,740.00,766.20,15800,121.00,1646
522064,HONDAPOWER,B,2928.95,2928.95,2662.15,2682.85,4350,121.00,1099
530073,SANGHVIMOV,B,701.10,701.10,616.00,645.00,18474,121.00,1418
532683,AIAENG,A,3809.00,3820.60,3670.00,3681.30,3266,121.00,861
532466,OFSS,A,4410.05,4450.00,4230.60,4286.75,2794,120.00,660
532713,SAKUMA,B,20.10,20.63,18.90,19.27,612960,120.00,1616
542460,ANUP,B,2135.05,2148.95,2022.60,2091.35,5809,120.00,1223
543187,POWERINDIA,A,4560.00,4593.35,4330.40,4349.25,2710,120.00,693
532729,UTTAMSUGAR,B,422.05,432.85,392.00,399.45,29285,119.00,1253
533192,KCPSUGIND,B,36.19,36.20,31.05,33.00,356169,119.00,1996
533302,KICL,B,2890.05,2958.15,2690.00,2719.70,4320,119.00,793
523704,MASTEK,A,2418.85,2430.00,2280.20,2394.45,5041,119.00,1174
512068,DECNGOLD,XT,90.00,90.10,83.95,84.20,139170,119.00,719
506879,GUJTHEM,B,806.00,809.45,770.60,793.85,15072,119.00,907
532486,POKARNA,B,564.85,564.85,480.00,490.15,23173,118.00,1311
532698,NITINSPIN,B,311.90,311.90,287.00,287.00,39979,118.00,1190
543233,CHEMCON,B,307.10,309.65,287.80,289.10,40248,118.00,2588
543874,MAIDEN,M,114.05,115.75,106.35,107.00,106000,117.00,52
532725,SOLARINDS,A,4699.00,4703.00,4487.85,4550.00,2574,117.00,548
532285,GEOJITFSL,B,56.50,57.80,50.64,51.33,217672,117.00,2053
507315,SAKHTISUG,B,33.50,33.80,29.40,30.24,374158,117.00,1424
512531,STCINDIA,B,136.65,140.80,116.15,119.10,94774,117.00,2721
509525,EMPIND,X,1172.00,1192.00,1066.00,1075.35,10387,117.00,460
513097,SHBCLQ,A,553.05,556.45,513.50,517.35,21905,116.00,1443
500338,PRSMJOHNSN,A,140.00,141.10,129.80,131.85,87426,116.00,1942
532638,SHOPERSTOP,A,720.70,720.70,693.35,710.00,16536,116.00,1613
526227,FILATEX,B,48.83,49.14,44.00,45.37,254168,116.00,2410
503101,MARATHON,B,426.95,436.85,404.65,429.75,27227,115.00,1320
502937,KESORAMIND,T,99.95,99.95,93.26,93.26,122658,115.00,399
543358,SANSERA,A,949.95,958.70,929.30,933.05,12213,115.00,1239
543378,CWD,MS,700.00,728.00,600.00,700.45,17500,113.00,152
532900,PAISALO,A,66.85,66.85,61.00,62.35,180105,113.00,1742
539056,IMAGICAA,B,58.10,58.69,53.40,53.65,205719,113.00,1305
542905,HINDWAREAP,A,570.10,585.75,536.95,545.10,20495,113.00,1735
505726,IFBIND,A,983.55,986.10,907.55,910.05,12025,113.00,1469
500403,SUNDRMFAST,A,1289.95,1289.95,1240.70,1265.35,8927,113.00,1364
526821,DAICHI,X,481.00,483.95,452.50,457.00,24183,112.00,286
532808,PGIL,B,979.90,982.40,901.00,925.70,12171,112.00,687
543600,HARSHA,A,448.00,451.30,421.95,434.50,25826,112.00,1780
543963,SHELTER,M,45.21,46.49,40.60,42.99,261000,112.00,78
543525,SILVERTUC,B,456.00,464.65,450.00,459.95,24473,111.00,700
537259,SUYOG,X,624.90,624.90,555.35,594.35,18995,111.00,459
541083,INFLAME,M,630.00,637.00,600.00,623.00,18250,111.00,68
533506,INVENTURE,B,2.68,2.71,2.20,2.34,4622569,110.00,4044
532834,CAMLINFINE,A,176.15,176.15,159.95,160.10,66892,110.00,1434
530555,PARACABLES,T,71.00,71.90,68.78,68.78,159801,110.00,862
523369,DCMSRMIND,B,136.30,144.60,121.80,128.80,83182,110.00,1839
531431,SHAKTIPUMP,B,808.05,809.00,749.40,752.55,14150,109.00,1392
543213,ROSSARI,A,855.00,861.40,820.20,832.95,13118,109.00,1576
542650,METROPOLIS,A,1414.10,1430.30,1384.20,1393.55,7794,109.00,533
540680,KIOCL,A,264.35,271.20,236.90,240.00,43904,109.00,1561
543374,ABSLAMC,A,424.85,428.80,409.10,411.70,26246,109.00,1521
532983,RPGLIFE,B,1261.40,1261.40,1148.90,1175.15,9133,108.00,1789
533095,BENGALASM,A,5318.70,5318.70,4995.75,5090.00,2130,108.00,190
538607,TOYAMSL,X,9.29,9.29,8.60,8.88,1226326,108.00,1072
532548,CENTURYPLY,A,708.75,710.05,666.30,676.80,15887,108.00,2079
523367,DCMSHRIRAM,A,997.65,1031.10,970.30,977.00,10977,108.00,1198
506618,PUNJABCHEM,B,1135.05,1165.95,1060.00,1071.00,9757,108.00,1331
509480,BERGEPAINT,A,721.00,728.65,706.70,722.00,15193,108.00,817
530019,JUBLPHARMA,A,453.50,456.00,429.00,440.00,24493,107.00,1353
532123,BSELINFRA,XT,14.74,14.74,13.34,13.36,765271,107.00,1166
540775,KHADIM,B,296.85,296.85,269.55,275.95,38534,107.00,1980
543249,TARC,B,94.78,94.78,83.42,87.43,123771,107.00,1544
543260,STOVEKRAFT,A,552.05,558.40,516.85,527.90,20163,107.00,1122
543230,ADVAIT,B,393.80,393.80,356.65,375.40,27966,106.00,1139
542684,PPL,B,275.00,279.45,259.90,262.60,39664,106.00,1649
542602,EMBASSY,IF,306.01,308.40,303.20,307.70,34847,106.00,1063
540425,SHANKARA,B,829.05,840.50,780.10,789.30,13103,106.00,1251
500249,KSB,A,2773.50,2818.30,2623.60,2711.15,3915,106.00,951
500414,TIMEX,B,160.85,162.00,150.25,156.10,67436,105.00,556
504212,UNIVCABLES,B,493.00,493.10,479.05,483.85,21784,105.00,1590
514043,HIMATSEIDE,B,161.00,161.00,143.00,144.65,71088,105.00,1492
526299,MPHASIS,A,2472.30,2486.00,2408.80,2465.20,4240,104.00,745
526263,MOLDTEK,B,361.85,369.45,322.55,349.90,29997,103.00,1470
523301,TCPLPACK,B,1905.55,2091.50,1741.45,1960.00,5340,103.00,1280
531978,AMBIKCO,B,1710.05,1714.40,1605.00,1611.00,6324,103.00,1352
542852,VISHWARAJ,B,19.12,19.32,17.61,18.12,563752,103.00,2085
533303,BFINVEST,B,536.00,536.00,482.75,484.30,20136,103.00,1227
543657,ACI,B,641.30,649.05,596.60,607.55,16825,103.00,1272
543621,CARGOSOL,M,57.10,57.10,49.00,49.00,192000,102.00,45
543325,ROLEXRINGS,A,2380.00,2407.15,2248.00,2267.55,4453,102.00,838
533289,KTIL,X,60.57,60.57,56.00,56.85,170155,102.00,354
532702,GSPL,A,287.85,291.70,278.55,283.10,36032,102.00,1151
531889,IIL,XT,272.90,272.95,272.90,272.95,37382,102.00,46
532163,SAREGAMA,A,403.00,415.00,388.00,396.00,25567,102.00,1063
526947,LAOPALA,A,422.00,427.95,407.25,417.00,24505,102.00,2651
500319,INDSUCR,X,103.35,103.50,90.00,92.03,109002,102.00,661
500355,RALLIS,A,234.05,236.35,222.25,223.60,44783,101.00,879
501425,BBTC,A,1261.95,1261.95,1151.05,1175.70,8568,101.00,767
532616,XCHANGING,B,100.20,100.20,92.00,93.15,107157,101.00,1299
531307,RRIL,XT,22.54,22.54,21.45,22.52,452967,101.00,1920
540596,ERIS,A,812.05,819.45,791.55,804.30,12639,101.00,918
539871,THYROCARE,A,571.55,573.50,542.40,546.35,18023,101.00,1089
539785,PDMJEPAPER,B,52.00,53.70,46.45,49.50,204365,101.00,1589
543957,REDTAPE,B,431.80,438.45,420.95,425.00,23541,100.00,835
506076,GRINDWELL,A,2230.45,2233.00,2140.00,2160.10,4653,100.00,1498
511605,ARIHCAPM,B,65.90,66.35,62.00,64.50,157144,100.00,1841
532714,KEC,A,683.00,684.00,638.25,668.40,15211,99.99,1290
532937,KUANTUM,B,185.20,187.40,173.50,180.65,55282,99.86,1237
533158,THANGAMAYL,B,1335.00,1335.05,1192.00,1228.85,7992,99.40,1236
524654,NATCAPSUQ,X,410.00,414.40,385.00,390.65,25391,99.17,814
532899,KSCL,A,580.10,595.15,552.00,556.90,17200,98.13,676
543929,HMAAGRO,B,799.05,826.85,773.55,776.75,12391,98.01,1103
590005,TIDEWATER,B,1183.05,1195.35,1144.95,1161.30,8433,98.01,1045
523694,APCOTEXIND,A,500.00,528.10,491.70,511.15,19154,97.50,1470
512587,ZODJRDMKJ,X,45.00,50.92,44.56,50.92,199342,97.09,857
524470,SYNCOMF,B,8.85,8.85,8.05,8.37,1143371,97.08,2587
532772,DCBBANK,A,120.75,121.80,115.60,116.60,82213,96.77,1313
543517,HARIOMPIPE,B,609.95,613.35,577.50,584.85,16457,96.66,1955
540725,SHAREINDIA,A,1361.00,1370.00,1308.40,1339.40,7212,96.40,704
531726,PANCHSHEEL,X,189.60,189.60,175.20,180.00,53703,96.37,408
530759,STERTOOLS,B,390.05,390.10,357.10,367.05,25855,95.91,1285
533121,EXPLEOSOL,B,1461.95,1461.95,1389.00,1400.00,6788,95.85,870
540701,DCAL,B,158.70,160.80,149.75,150.85,62282,95.41,1210
523586,INDTONER,X,282.05,285.55,261.10,268.75,35544,95.37,419
530131,UDAICEMENT,B,32.24,33.99,30.91,31.28,297548,95.37,1013
526247,PREMEXPLQ,T,1055.75,1073.00,1023.40,1023.40,9077,94.34,345
526521,SANGHIIND,T,113.50,114.00,111.15,113.25,83799,94.19,253
517417,PATELSAI,X,345.20,355.10,312.35,317.25,28325,94.17,638
540377,IFL,B,15.00,15.30,14.13,14.31,656236,94.05,2204
533088,MHRIL,A,410.30,417.05,360.00,398.95,23737,93.98,1356
543212,BOROLTD,A,421.20,421.20,402.95,406.90,22851,93.93,959
543861,USK,B,38.66,39.30,31.76,34.55,273677,93.34,1226
532661,RML,B,740.90,840.00,734.30,777.00,11744,92.80,1583
532705,JAGRAN,B,104.75,105.05,94.50,98.55,93821,92.72,1040
532460,PONNIERODE,B,436.40,436.40,402.70,409.25,22384,92.54,1631
524200,VINATIORGA,A,1940.05,1955.90,1881.70,1900.55,4807,91.86,628
543335,APTUS,A,277.45,280.35,265.00,270.60,33462,91.29,1460
530741,OVOBELE,XT,337.70,337.70,310.50,310.50,28819,91.07,501
505533,WESTLIFE,A,970.10,980.05,950.55,975.50,9414,90.89,1071
523558,SWISSMLTRY,XT,20.60,20.60,19.26,19.30,463887,90.60,1353
543283,BARBEQUE,A,716.95,717.00,674.30,681.25,13103,90.56,1393
532712,RCOM,T,1.86,1.88,1.75,1.81,4969273,90.50,2837
524667,SOTL,B,349.95,349.95,318.40,318.40,27413,90.50,1142
506687,TRANSPEK,X,2025.00,2040.00,1950.00,1951.30,4598,90.47,494
507944,BAJAJST,X,1067.95,1080.00,1026.65,1054.70,8580,90.01,617
543916,HSIL,M,245.00,245.00,218.05,220.10,40000,89.95,25
539222,GROWINGTON,M,201.00,201.25,197.90,199.75,44950,89.94,29
543239,GMPL,M,200.00,201.00,180.00,184.00,47600,89.58,29
519136,NAHARINDUS,B,141.10,150.65,131.10,136.60,63960,89.36,1689
543463,MANYAVAR,A,1299.05,1308.85,1260.10,1292.00,6983,89.31,1183
543898,BLAL,B,183.40,183.40,169.20,170.00,51661,88.99,1238
534600,JTLIND,B,215.80,215.80,200.00,202.35,43191,88.97,1506
532183,GAYATRI,XT,17.59,18.29,17.59,18.29,494716,88.96,266
533274,PRESTIGE,A,641.05,648.65,605.00,606.75,14319,88.91,1096
540901,PRAXIS,T,30.70,30.70,30.70,30.70,288533,88.57,62
542770,ALPHALOGIC,T,58.57,58.57,56.91,58.57,150748,88.07,1018
522034,SHANTIGEAR,B,526.90,526.90,470.20,489.15,17378,87.37,1033
532663,SASKEN,B,1081.45,1105.00,1011.00,1018.00,8312,87.30,1285
541400,ZIMLAB,B,120.15,124.50,115.40,119.00,74010,87.23,1117
513353,COCHINM,X,269.80,269.80,254.00,254.40,33408,86.68,814
532722,NITCO,B,20.40,20.40,17.70,18.05,471050,86.49,1568
504258,LAKSELEC,XT,1573.00,1573.00,1495.85,1519.85,5708,86.29,318
530215,KINGSINFR,XT,145.95,146.20,138.00,144.40,60858,86.26,414
543258,INDIGOPNTS,A,1572.05,1595.90,1520.50,1580.00,5562,86.20,1042
506235,ALEMBICLTD,B,83.49,83.49,76.35,78.78,109252,86.16,2194
532644,JKCEMENT,A,3309.95,3355.25,3233.70,3235.00,2622,86.01,445
531328,KRETTOSYS,X,0.85,0.95,0.75,0.84,9765079,85.98,4568
532929,BRIGADE,A,621.50,636.40,593.50,609.00,13959,85.45,1218
530307,CHAMANSEQ,B,213.05,213.90,194.90,201.20,42118,85.37,1423
524019,KINGFA,B,2510.00,2523.00,2318.00,2323.00,3551,85.19,702
506248,AMNPLST,X,137.30,141.80,124.00,124.80,65251,85.17,612
539787,HCG,B,370.80,371.90,352.05,364.75,23335,84.78,869
542628,NSL,M,380.00,399.00,374.30,374.30,22500,84.60,21
543955,TREL,B,45.90,45.90,40.50,41.08,197932,84.34,1062
541301,ORIENTELEC,A,240.95,243.45,233.85,235.40,35409,84.29,722
537800,MANGIND,XT,4.00,4.00,3.74,3.96,2178902,84.15,1961
539872,BAJAJHCARE,B,393.95,405.75,373.45,379.95,21446,83.51,768
542484,ARVINDFASN,A,325.05,338.05,316.95,327.00,25661,83.46,1696
524091,CARYSIL,A,681.10,683.65,619.95,639.35,12948,83.35,945
533080,MOLDTKPAC,A,984.95,984.95,943.50,976.40,8545,82.49,1013
526596,LIBERTSHOE,B,264.80,265.00,243.90,246.50,32777,82.41,788
539542,LUXIND,B,1595.40,1600.80,1508.80,1511.50,5318,82.37,730
532953,VGUARD,A,310.40,316.30,300.55,308.35,26769,82.23,1265
533320,JUBLINDS,B,728.90,728.90,655.00,660.00,12076,81.84,1321
533137,DEN,B,43.50,44.60,40.75,41.36,194611,81.79,924
543238,UTIAMC,A,819.45,820.75,772.80,796.20,10202,81.57,786
543248,RBA,A,122.40,123.35,115.55,116.10,69099,81.40,1240
530557,NCLRESE,XT,0.59,0.59,0.55,0.56,14304663,81.27,7231
532756,CIEINDIA,A,500.05,500.85,483.15,495.90,16449,81.14,1432
539470,SHREEGANES,X,0.99,1.00,0.91,0.95,8429858,80.93,2694
531543,JINDWORLD,B,391.95,394.05,366.70,376.00,21365,80.83,1292
540879,APOLLO,B,56.60,57.11,54.32,54.78,146027,80.70,915
519091,TASTYBIT,B,16393.85,16476.15,15568.60,15999.95,503,80.54,248
543399,TARSONS,A,534.65,538.25,517.05,528.80,15287,80.50,1522
519003,MODINATUR,X,242.00,274.00,240.00,266.40,31939,80.40,399
505242,DYNAMATECH,B,3864.05,3864.05,3649.40,3663.05,2141,80.01,542
543331,MOL,A,91.44,92.50,85.00,85.13,90541,79.80,736
533104,GLOBUSSPR,A,923.05,939.95,895.00,903.85,8771,79.79,765
539997,KPL,B,390.05,397.75,375.05,380.00,20613,79.63,246
543599,KSOLVES,T,1089.00,1089.00,1025.60,1040.00,7629,79.62,1230
543654,MEDANTA,B,692.65,703.00,675.25,677.40,11565,79.52,821
532932,MANAKSIA,B,153.45,153.45,140.55,145.05,54710,79.46,1445
543932,IDEAFORGE,B,1039.10,1041.55,993.05,999.00,7839,79.10,838
500153,GANESHBE,B,165.00,166.00,152.50,159.90,49523,79.02,1157
522215,HLEGLAS,A,604.95,605.00,580.00,587.90,13383,78.96,1601
501301,TATAINVEST,A,2520.00,2525.30,2438.60,2450.00,3196,78.90,566
541353,INNOVATORS,M,237.25,237.25,232.50,233.00,33600,78.74,21
505192,SMLISUZU,B,1245.00,1245.00,1160.00,1180.00,6557,78.73,899
515008,MODINSU,XT,69.88,69.94,65.09,65.09,120637,78.67,193
543327,EXXARO,B,144.90,144.95,131.25,132.35,57840,78.37,1874
508941,PANCARBON,X,493.00,498.85,453.40,459.70,16711,78.02,376
543254,AWHCL,B,324.85,329.45,313.25,316.50,24435,77.82,1509
523277,GVFILM,X,0.63,0.67,0.50,0.54,13916393,77.05,4587
516022,STARPAPER,B,229.85,232.40,214.70,216.20,34669,76.79,1230
543905,INNOKAIZ,M,145.00,145.00,138.60,140.00,54400,76.62,29
531173,SYSCHEM,X,58.45,58.45,53.01,53.44,140207,76.48,589
532875,ADSL,B,148.00,148.80,133.00,134.45,55592,76.46,1107
505737,INTLCOMBQ,XT,1142.25,1185.00,1085.15,1116.00,6930,76.43,232
533229,BAJAJCON,A,243.25,246.65,232.00,235.10,32217,76.34,1005
543426,METROBRAND,A,1085.95,1111.30,994.00,1086.40,7240,76.31,1126
542802,GALACTICO,T,6.02,6.02,5.74,5.89,1277262,75.91,2476
523229,BHARATSE,XT,139.00,139.00,130.15,130.30,57522,75.90,494
513010,TATASTLLP,B,825.05,842.40,812.35,814.25,9199,75.75,999
540136,HPL,B,231.55,232.15,217.05,217.05,34354,75.54,768
532864,NELCAST,B,135.65,138.05,127.60,129.05,57830,75.46,580
507552,FOODSIN,B,179.95,179.95,167.65,168.15,43825,75.31,1472
502986,VTL,A,398.75,398.75,372.35,376.15,19672,74.82,1239
526881,63MOONS,B,319.00,324.35,303.05,303.05,24129,74.68,1022
590075,LAMBODHARA,B,179.55,184.60,164.10,169.85,42945,74.57,600
506854,TANFACIND,B,1854.95,1863.95,1804.00,1836.05,4088,74.56,534
532365,DSSL,B,704.00,715.00,667.25,687.10,10835,74.33,1236
538268,WONDERLA,B,625.05,625.10,597.60,614.95,12217,74.31,1012
517544,CENTUM,T,1600.00,1649.50,1552.25,1552.25,4759,74.12,418
500213,ITHL,X,395.00,395.00,370.90,378.40,19578,73.94,397
536960,MOM100,B,44.48,44.59,42.62,43.45,171004,73.93,992
543828,SUDARSHAN,M,87.75,87.79,81.78,83.45,88000,73.81,34
540900,NEWGEN,A,867.80,879.00,818.65,844.15,8691,73.77,960
500250,LGBBROSLTD,A,1064.85,1064.85,988.30,1011.80,7223,73.29,1136
524494,IPCALAB,A,894.10,912.95,886.75,891.05,8153,73.11,776
520057,JTEKTINDIA,B,145.05,146.10,136.35,137.50,51809,72.91,1464
500404,SUNFLAG,B,215.90,217.70,198.20,199.35,35691,72.88,1058
532189,ITDC,B,410.60,410.60,376.65,379.30,18773,72.86,1448
538706,ULTRACAB,X,17.14,17.29,15.60,16.11,447382,72.83,1464
540769,NIACL,A,133.00,134.90,124.40,124.80,56676,72.40,1045
508486,HAWKINCOOK,A,7198.95,7250.00,6912.00,6931.10,1035,72.40,274
543259,HOMEFIRST,A,845.00,875.55,845.00,851.00,8407,72.39,626
500710,AKZOINDIA,A,2754.30,2756.00,2656.05,2680.00,2674,72.31,456
533470,RUSHIL,B,308.20,308.20,287.50,293.95,24312,71.98,1218
505196,TIL,Z,297.65,297.65,297.65,297.65,24164,71.92,22
505744,FMGOETZE,B,411.05,413.85,382.20,385.70,18304,71.88,741
511034,JINDRILL,B,584.75,584.80,535.00,542.55,12987,71.59,923
543415,ANANDRATHI,B,1370.90,1385.00,1350.45,1361.65,5230,71.59,752
543709,GARGI,M,347.40,347.40,306.90,306.90,22000,71.58,11
532054,KDDL,B,1884.95,1885.00,1741.60,1808.00,3928,71.39,922
590031,DENORA,B,1758.60,1767.20,1628.35,1646.55,4259,71.37,877
539527,CREATIVE,X,889.90,993.90,880.00,883.00,7527,71.29,534
539515,QUINT,X,158.75,159.80,149.95,150.40,46736,71.11,325
532842,SRHHYPOLTD,B,636.05,640.00,598.95,609.45,11523,71.00,922
532457,GULPOLY,B,228.35,229.10,214.00,217.05,32431,70.73,1602
543275,ANURAS,A,972.65,983.20,955.00,967.45,7322,70.63,357
540212,TCIEXP,A,1530.05,1543.00,1485.65,1490.00,4693,70.49,707
532673,KMSUGAR,B,33.79,34.11,30.65,31.07,220959,70.30,995
507815,GILLETTE,A,6039.60,6080.00,5809.60,5884.90,1189,70.29,317
520043,MUNJALSHOW,B,154.70,158.00,145.60,145.60,46848,70.18,941
542867,CSBBANK,A,332.55,338.05,321.60,325.50,21462,70.13,610
500463,BBOX,B,212.90,213.95,190.00,195.45,35318,70.08,1142
532735,RSYSTEMINT,B,519.50,520.65,449.95,495.25,14475,69.91,1036
543413,TEGA,B,989.95,989.95,953.00,967.85,7207,69.65,855
540795,DYNAMIC,T,518.80,519.55,480.00,500.00,13844,69.54,427
500168,GOODYEAR,B,1335.10,1354.00,1285.40,1300.70,5273,69.00,764
508989,NAVNETEDUL,A,159.35,159.45,146.45,149.25,45857,68.87,1142
512048,LUHARUKA,X,4.67,4.97,3.86,3.98,1647976,68.79,2011
531349,PANACEABIO,B,136.40,137.60,129.10,130.00,51660,68.76,954
543938,ACCELERATE,M,288.55,288.55,284.05,285.10,24000,68.53,15
511551,MONARCH,B,345.70,348.80,320.00,323.80,20720,68.51,575
504220,WSIND,T,119.70,119.70,112.50,113.00,57577,68.50,201
542920,SUMICHEM,A,444.05,447.95,417.25,432.00,15800,68.34,891
519600,CCL,A,693.95,693.95,638.60,661.25,10279,68.25,1258
532331,AJANTPHARM,A,1739.95,1753.55,1700.15,1716.95,3956,68.12,696
512529,SEQUENT,A,91.73,92.00,87.30,87.61,76491,68.05,800
543688,SARVESHWAR,T,152.00,152.60,146.00,152.60,44877,68.03,711
506390,HEUBACHIND,B,521.90,523.75,482.80,484.40,13633,68.01,1118
500193,HLVLTD,B,19.22,19.48,17.26,17.88,375828,67.96,1915
543765,EARTH,M,65.05,65.15,60.10,62.00,108000,67.80,36
500500,HINDMOTORS,B,17.06,17.30,15.20,15.90,420044,67.40,2162
535276,SBISENSEX,A,726.00,729.90,721.92,726.00,9259,67.13,214
507490,RANASUG,B,28.68,28.93,25.80,26.26,247334,67.07,1090
514286,ASHIMASYN,B,13.07,13.50,12.80,13.00,514630,66.90,81
533193,KECL,B,111.15,113.00,106.80,107.00,61532,66.68,1569
524687,BASANTGL,X,23.00,23.00,21.75,21.93,299811,66.52,1207
532749,ALLCARGO,A,278.90,279.20,268.75,273.00,24391,66.49,725
543333,CARTRADE,A,603.50,604.00,551.35,558.90,11584,66.42,1139
517174,HONAUT,A,39357.05,40440.40,39357.05,39746.00,166,66.18,92
539561,REMLIFE,X,736.00,740.00,720.00,724.55,9065,66.06,174
526173,ANDREWYU,B,31.20,32.25,28.75,29.01,221589,65.81,1276
541403,DOLLAR,B,459.95,459.95,418.00,420.00,15392,65.64,995
532811,AHLUCONT,B,723.50,727.00,696.85,708.95,9157,65.39,1007
500660,GLAXO,A,1460.05,1480.00,1440.00,1459.95,4469,65.23,666
534758,CIGNITI,A,824.00,834.00,802.00,810.95,8023,65.22,547
512573,AVANTI,A,441.05,442.65,422.40,432.00,15082,64.87,795
532726,GALLANTT,B,102.85,103.86,84.30,90.00,69931,64.76,894
505854,TRF,B,232.05,235.70,217.35,220.45,28952,64.43,1578
543453,ALKOSIGN,M,137.00,138.00,128.00,132.00,48000,64.33,32
543317,GRINFRA,A,1277.25,1277.25,1230.00,1237.00,5144,64.22,828
532051,SWELECTES,B,597.70,604.05,550.70,557.00,11193,64.18,925
524652,INDSWFTLTD,T,24.29,24.29,23.35,23.35,267723,64.08,70
519183,ADFFOODS,B,253.95,255.00,233.90,236.10,26391,64.02,861
530499,AKCAPIT,X,704.00,739.80,670.00,679.30,9289,63.99,347
526367,GANESHHOUC,B,432.80,440.05,401.25,429.55,15293,63.98,1149
530363,UGARSUGAR,B,110.20,112.45,104.40,105.45,59877,63.92,820
533553,TDPOWERSYS,A,276.25,277.30,235.50,262.20,24241,63.66,1261
543978,RATNAVEER,T,127.71,127.71,127.68,127.68,49841,63.64,506
543638,TRACXN,B,76.31,77.83,74.15,75.17,84268,63.63,975
541269,CHEMFABALKA,B,405.90,405.90,361.35,364.30,16921,63.62,1034
540492,STARLENT,B,104.95,105.60,102.55,104.50,60507,63.44,115
532799,HUBTOWN,T,54.97,54.97,49.75,52.04,118974,63.32,439
511447,SYLPH,X,3.55,3.74,3.46,3.57,1780567,63.23,470
506260,ANUHPHR,X,131.50,133.85,128.00,128.95,48708,63.16,491
523160,MORGANITE,X,1443.40,1443.40,1320.00,1340.00,4658,63.06,331
543945,NETWEB,B,841.55,844.80,825.00,833.15,7512,62.69,742
541540,SOLARA,B,365.00,366.75,354.35,357.10,17407,62.47,1890
500252,LAXMIMACH,A,14795.10,14847.00,14409.00,14562.65,427,62.32,188
500240,KINETICENG,X,135.45,138.00,128.30,132.55,46579,62.25,417
524558,NEULANDLAB,A,3741.05,3741.05,3482.15,3524.00,1747,62.23,594
535322,REPCOHOME,A,380.05,403.55,372.35,376.65,16316,62.22,869
514197,STCORP,XT,31.45,31.45,28.47,30.86,202508,61.64,445
543578,OLATECH,M,151.00,152.95,143.55,143.60,42000,61.59,20
540395,CHEMCRUX,B,338.00,338.00,318.00,323.00,19037,61.58,1272
531179,ARMANFIN,B,2348.55,2348.55,2130.85,2205.00,2766,61.58,817
532154,JOHNPHARMA,X,0.64,0.64,0.49,0.53,10781633,61.10,3402
543527,PRUDENT,B,1120.05,1140.00,1100.00,1122.05,5460,61.07,884
543427,MEDPLUS,A,805.35,821.80,788.05,802.00,7562,60.79,902
500343,AMJLAND,B,35.29,35.29,30.72,30.72,186335,60.70,773
543805,RESGEN,M,75.50,78.00,73.00,75.79,81000,60.63,27
590051,SAKSOFT,B,333.85,334.95,312.10,315.35,19001,60.53,1010
540953,KENVI,T,9.50,9.62,9.00,9.25,646816,60.48,2000
534742,ZUARI,B,164.50,164.55,153.85,154.00,38449,60.41,1328
505163,ZFSTEERING,X,820.00,820.00,755.00,759.50,7746,60.39,380
505725,AQFINTECH,X,657.50,657.80,573.00,631.40,9427,60.14,148
533261,EROSMEDIA,B,20.37,20.64,18.00,18.26,315701,60.07,1236
522195,FRONTSP,XT,716.50,734.00,684.25,704.70,8525,60.06,231
520008,RICOAUTO,B,87.47,87.68,81.00,81.57,71671,59.81,703
543962,DPWIRES,B,656.95,665.35,614.55,617.35,9416,59.79,747
539524,LALPATHLAB,A,2201.05,2238.45,2182.00,2207.80,2702,59.78,555
539917,NAGARFERT,B,9.00,9.00,8.55,8.55,691244,59.63,1142
514167,GANECOS,B,1059.10,1059.10,959.45,1008.55,5874,59.44,847
532974,BIRLAMONEY,B,74.99,75.00,67.15,69.77,84675,59.35,1075
504903,RATHIST,XT,17.37,17.37,16.69,16.69,354476,59.31,237
543941,AHASOLAR,M,369.45,369.45,346.75,353.50,16800,58.95,21
543921,COMRADE,M,160.10,160.10,151.00,154.00,38000,58.95,19
