Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
533519,L&TFH,A,133.10,134.85,125.95,126.85,71267092,92656.00,8414
543257,IRFC,A,92.94,92.94,77.40,82.83,63662986,53669.00,237251
542649,RVNL,A,195.80,199.35,161.05,169.65,18301964,32717.00,140140
543225,DATAINFRA,IF,155.00,155.00,155.00,155.00,15800000,24490.00,28
533096,ADANIPOWER,A,405.55,410.00,373.10,386.15,3358585,13090.00,53925
543940,JIOFIN,B,250.55,252.00,240.70,244.25,5059788,12453.00,72243
500510,LT,A,2954.05,3008.00,2932.75,2942.80,372821,11145.00,7911
500180,HDFCBANK,A,1641.00,1642.45,1624.00,1636.80,647572,10584.00,23222
541956,IRCON,A,170.00,174.55,144.35,151.15,6716727,10525.00,41388
500103,BHEL,A,141.85,141.85,124.60,125.75,7987229,10466.00,60183
532822,IDEA,A,11.38,11.47,10.32,10.52,97839777,10461.00,30223
533206,SJVN,A,81.50,83.18,68.50,70.45,12577902,9473.00,52376
532627,JPPOWER,A,9.90,9.98,8.57,8.71,92034277,8333.00,38603
500049,BEL,A,144.75,144.75,133.60,133.85,6119265,8299.00,36911
532648,YESBANK,A,18.51,18.57,17.42,17.55,45827851,8144.00,25527
523610,ITI,A,155.45,176.90,155.10,166.45,4754172,7967.00,44732
540777,HDFCLIFE,A,667.55,670.00,656.60,660.50,1050723,7006.00,1580
532174,ICICIBANK,A,988.80,995.05,982.60,990.90,688234,6806.00,17757
500209,INFY,A,1478.05,1503.60,1477.55,1500.80,412470,6160.00,7835
532667,SUZLON,A,24.19,24.19,22.85,22.85,23851879,5494.00,33271
532939,RPOWER,A,20.91,20.99,18.20,18.50,27823693,5344.00,14609
532955,RECLTD,A,271.70,272.35,246.30,248.55,2058487,5227.00,21835
532461,PNB,A,69.15,69.72,66.25,66.83,6871883,4652.00,17826
532810,PFC,A,308.75,310.00,282.05,282.95,1536670,4492.00,17902
532371,TTML,A,102.39,104.86,95.32,100.30,4415303,4452.00,28056
532921,ADANIPORTS,A,887.00,889.00,852.65,858.10,509421,4410.00,15760
500285,SPICEJET,B,41.50,41.70,36.38,40.45,11118790,4390.00,26799
543237,MAZDOCK,A,2287.95,2287.95,2006.40,2073.45,196412,4181.00,11232
500325,RELIANCE,A,2489.70,2489.70,2435.20,2437.95,157057,3855.00,10026
500400,TATAPOWER,A,274.25,275.50,260.10,262.75,1431336,3810.00,16147
532540,TCS,A,3485.05,3589.85,3484.05,3580.60,102261,3625.00,8759
532149,BANKINDIA,A,99.71,101.65,95.63,98.33,3604220,3574.00,16236
500112,SBIN,A,592.25,594.15,584.50,588.25,589937,3472.00,9607
543320,ZOMATO,A,102.21,102.55,96.47,98.63,3497216,3466.00,11852
512599,ADANIENT,A,2620.05,2625.00,2517.95,2531.85,133849,3430.00,7211
543265,RAILTEL,A,250.70,253.50,223.55,223.65,1460794,3416.00,23001
539594,MISHTANN,X,14.84,15.10,13.00,13.98,23589414,3356.00,29850
532218,SOUTHBANK,A,24.30,24.35,22.52,22.84,14260559,3301.00,16179
543217,MINDSPACE,IF,319.03,323.10,308.36,319.32,1019052,3258.00,594
532181,GMDCLTD,A,290.45,292.20,259.00,261.65,1199547,3246.00,14119
540750,IEX,A,140.85,140.85,132.10,132.65,2394088,3228.00,28153
500110,CHENNPETRO,A,510.95,535.90,492.65,509.95,623564,3195.00,12070
500570,TATAMOTORS,A,639.75,639.75,615.60,620.80,505118,3152.00,10086
532477,UNIONBANK,A,90.50,93.22,87.10,87.63,3453365,3102.00,12623
539254,ADANIENSOL,A,880.00,888.95,825.45,852.35,349171,2997.00,14235
543270,MTARTECH,A,2840.05,2846.50,2603.60,2623.25,110034,2955.00,13688
543441,CMSINFO,A,376.95,376.95,355.05,358.85,803331,2929.00,1912
532134,BANKBARODA,A,204.05,204.05,197.85,199.85,1449994,2911.00,11991
533278,COALINDIA,A,280.00,280.00,268.80,270.75,1057522,2894.00,13633
541450,ADANIGREEN,A,1020.05,1026.60,984.90,1005.55,277697,2785.00,13131
532388,IOB,A,35.62,36.47,32.01,32.43,8121059,2781.00,11691
521064,TRIDENT,A,39.91,40.50,37.11,37.52,6935867,2654.00,26618
532483,CANBK,A,363.55,363.55,347.20,348.75,732397,2592.00,9722
540678,COCHINSHIP,A,1202.95,1202.95,1032.10,1065.85,231910,2567.00,11139
533148,JSWENERGY,A,431.65,434.15,393.05,397.45,620127,2543.00,12020
534309,NBCC,A,60.50,60.66,54.30,54.72,4414438,2488.00,18515
500696,HINDUNILVR,A,2545.05,2546.95,2488.05,2499.60,98645,2467.00,6521
533098,NHPC,A,55.01,55.75,50.25,50.68,4742159,2461.00,12002
500575,VOLTAS,A,910.60,913.00,873.90,874.70,268553,2380.00,6976
524715,SUNPHARMA,A,1144.95,1154.00,1137.10,1145.15,207256,2377.00,7495
500470,TATASTEEL,A,132.65,133.20,128.65,128.85,1808401,2353.00,13517
500113,SAIL,A,101.00,101.95,93.07,93.77,2414337,2333.00,16090
533326,TEXRAIL,A,161.50,162.00,133.00,136.40,1613862,2312.00,21449
539437,IDFCFIRSTB,A,98.00,98.03,93.05,93.48,2432610,2306.00,10423
532947,IRB,A,33.61,34.03,30.60,32.19,7073928,2250.00,17935
521070,ALOKTEXT,A,20.67,20.85,17.45,18.25,11566078,2225.00,14365
532966,TITAGARH,A,827.10,843.60,750.00,764.00,280007,2202.00,15700
542655,VIKASLIFE,B,6.74,7.05,5.81,5.81,36343936,2201.00,18932
535789,IBULHSGFIN,A,184.75,192.80,166.20,167.95,1215531,2168.00,10928
500048,BEML,A,2621.15,2632.85,2285.60,2310.85,89614,2159.00,9160
541233,LEMONTREE,A,117.45,125.25,110.80,117.60,1766387,2117.00,13406
532898,POWERGRID,A,203.00,203.95,190.65,191.40,1070735,2095.00,11475
539841,LANCER,B,277.00,279.45,260.05,265.95,773816,2076.00,5305
500520,M&M,A,1581.50,1589.70,1513.00,1557.60,133394,2064.00,9118
531213,MANAPPURAM,A,149.95,150.50,135.80,138.10,1451415,2064.00,13668
532832,IBREALEST,A,81.93,83.00,72.62,73.96,2683909,2056.00,15485
500331,PIDILITIND,A,2523.80,2530.00,2481.00,2488.30,82397,2052.00,7663
542652,POLYCAB,A,5170.90,5200.00,4934.50,4942.60,40094,2016.00,7068
532215,AXISBANK,A,1005.05,1009.95,998.00,999.60,200929,2013.00,3993
541556,RITES,A,572.40,572.40,510.05,514.20,367032,1954.00,12665
500304,NIITLTD,A,104.44,118.69,104.00,117.15,1643510,1876.00,18075
500469,FEDERALBNK,A,148.60,149.50,142.00,142.60,1293642,1867.00,11010
500257,LUPIN,A,1135.00,1174.25,1133.00,1138.40,158834,1828.00,6589
532775,GTLINFRA,A,1.24,1.24,1.02,1.06,165094565,1824.00,27019
532505,UCOBANK,A,36.89,37.30,33.31,33.69,5233862,1817.00,11708
513599,HINDCOPPER,A,168.70,169.20,153.20,154.80,1141194,1816.00,10447
540065,RBLBANK,A,234.20,234.20,216.80,217.85,805157,1804.00,8481
543299,SHYAMMETL,A,435.10,446.00,434.85,438.00,405138,1787.00,5680
542830,IRCTC,A,720.05,721.95,686.30,688.10,248533,1740.00,7541
530961,VIKASECO,B,4.88,5.09,4.18,4.18,39474744,1740.00,14375
543245,GLAND,A,1690.85,1702.00,1635.80,1659.90,104915,1736.00,1211
539310,THINKINK,B,93.00,93.00,71.91,78.71,2148584,1721.00,1607
500875,ITC,A,448.05,454.25,445.50,451.00,373729,1683.00,6585
532885,CENTRALBK,A,41.40,42.34,37.40,37.64,4226860,1668.00,12217
543971,BONDADA,MT,206.90,206.90,187.20,199.90,827200,1657.00,375
532500,MARUTI,A,10534.90,10568.20,10396.00,10507.00,15693,1643.00,3378
500294,NCC,A,166.80,166.80,150.25,151.05,1048485,1631.00,12430
526371,NMDC,A,145.15,146.00,135.75,136.45,1157755,1616.00,7598
500106,IFCI,A,17.84,17.88,15.70,15.87,9800722,1611.00,8357
500184,HSCL,A,252.10,263.70,231.30,231.90,669788,1610.00,14872
511243,CHOLAFIN,A,1178.35,1189.30,1125.00,1170.30,138020,1599.00,6548
532555,NTPC,A,244.95,244.95,234.00,234.90,667785,1594.00,6840
512070,UPL,A,622.00,622.05,602.55,604.20,255640,1558.00,8706
532400,BSOFT,A,510.05,519.50,494.30,496.95,307495,1549.00,7473
532368,BCG,B,15.16,15.16,14.55,15.16,9852648,1491.00,4750
543367,PARAS,A,818.60,823.15,752.65,758.25,191511,1483.00,10107
512379,CRESSAN,A,27.43,27.44,24.90,25.68,5659659,1477.00,2541
543458,AWL,A,365.30,369.70,351.95,353.45,406782,1454.00,13699
500477,ASHOKLEY,A,185.90,185.90,176.90,179.85,802350,1443.00,7544
532708,GVKPIL,B,7.06,7.06,6.44,7.06,20416504,1426.00,5702
543396,PAYTM,A,906.00,913.30,855.00,864.95,161971,1416.00,6233
532209,J&KBANK,A,103.30,103.80,94.00,96.17,1408053,1386.00,10768
532652,KTKBANK,A,246.65,247.40,224.25,226.05,590696,1384.00,8793
532525,MAHABANK,A,44.56,44.75,40.66,41.10,3265520,1372.00,6207
543713,DRONACHRYA,M,199.00,199.00,168.00,180.00,734000,1366.00,653
541154,HAL,A,4100.00,4108.25,3932.00,3941.10,33666,1341.00,3882
539807,INFIBEAM,A,18.90,19.00,16.42,16.60,7676847,1331.00,11403
500408,TATAELXSI,A,7415.00,7429.20,7232.30,7365.20,17691,1297.00,4191
500312,ONGC,A,184.25,184.85,180.20,180.90,699873,1277.00,7764
500444,WSTCSTPAPR,A,725.05,745.00,660.95,670.00,184830,1277.00,6338
570001,TATAMTRDVR,A,433.30,434.55,416.00,421.35,299492,1267.00,5247
505537,ZEEL,A,280.00,281.80,269.65,271.70,447289,1230.00,4299
541143,BDL,A,1180.00,1187.00,1055.60,1077.75,109408,1223.00,9393
500034,BAJFINANCE,A,7429.95,7455.55,7304.55,7422.00,16420,1215.00,2500
500008,AMARAJABAT,A,669.30,671.90,642.25,653.55,183430,1200.00,8656
507685,WIPRO,A,435.05,441.35,426.90,435.00,275359,1199.00,6370
532162,JKPAPER,A,401.30,403.60,370.05,372.05,312751,1196.00,8616
532670,RENUKA,A,55.05,55.20,49.79,51.64,2290261,1195.00,6754
532538,ULTRACEMCO,A,8467.00,8610.95,8386.35,8585.75,13812,1181.00,1967
532406,AVANTEL,X,235.00,237.00,211.10,224.05,535751,1181.00,11349
512463,SHRGLTR,XT,35.65,35.66,32.28,34.20,3429135,1170.00,3030
522205,PRAJIND,A,594.75,597.25,546.90,556.15,206894,1169.00,6254
517334,MOTHERSON,A,101.12,101.53,96.80,97.47,1178778,1159.00,10515
533272,JWL,B,375.00,378.00,355.30,355.30,315821,1137.00,7593
500295,VEDL,A,239.10,239.50,230.25,231.80,480976,1126.00,9361
540595,TEJASNET,A,901.05,909.60,852.00,860.00,128716,1122.00,6542
543398,LATENTVIEW,A,455.10,463.30,416.30,420.50,258109,1122.00,9384
532155,GAIL,A,128.75,129.10,121.90,122.20,896435,1116.00,6989
532659,IDFC,A,130.95,130.95,124.20,124.55,877468,1109.00,9717
532928,TRIL,B,157.20,157.20,138.95,140.80,736305,1090.00,7555
505700,ELECON,A,809.05,832.95,752.00,795.00,133859,1077.00,6466
500300,GRASIM,A,1862.35,1920.00,1834.85,1870.70,56871,1073.00,3558
532800,TV18BRDCST,A,48.40,48.90,43.70,44.10,2312135,1053.00,8854
532848,DELTACORP,A,185.85,186.40,177.10,178.45,568966,1026.00,11708
532234,NATIONALUM,A,101.62,102.60,95.05,95.47,1051670,1026.00,7752
540073,BLS,A,293.35,294.90,276.00,277.55,360202,1014.00,6494
500670,GNFC,A,650.40,651.45,623.25,626.40,159877,1011.00,4972
541195,MIDHANI,A,447.95,447.95,389.00,397.50,245594,1007.00,6998
543284,EKI,A,480.00,485.00,440.05,463.15,212595,995.00,5100
534816,INDUSTOWER,A,194.00,194.45,181.50,181.90,532263,992.00,6864
590106,BANKBEES,B,466.00,466.49,462.24,464.50,211026,979.00,2550
543523,CAMPUS,A,314.20,315.60,297.75,300.40,322418,978.00,8252
511431,VAKRANGEE,A,18.27,18.27,16.62,16.79,5695667,974.00,6711
532374,STLTECH,A,176.45,178.45,160.95,162.60,579873,971.00,7921
532144,WELCORP,A,387.60,387.60,352.30,359.30,265298,970.00,5491
500124,DRREDDY,A,5627.40,5719.10,5627.40,5698.45,16970,963.00,3169
500104,HINDPETRO,A,268.50,269.00,251.05,251.75,373482,959.00,6640
543528,VENUSPIPES,B,1573.75,1573.75,1301.25,1553.90,64476,958.00,4426
500109,MRPL,A,97.34,98.60,85.50,91.08,1026224,957.00,6389
500144,FINCABLES,A,1166.50,1179.45,1064.05,1076.85,86446,953.00,5679
530965,IOC,A,95.81,95.90,91.40,91.57,1021878,949.00,5703
542066,ATGL,A,668.00,669.00,640.45,642.75,145935,948.00,7284
500086,EXIDEIND,A,280.00,280.00,265.70,266.55,348830,940.00,10480
543428,DATAPATTNS,A,2290.05,2290.10,2114.70,2148.00,43062,933.00,5307
517498,WEBELSOLAR,B,146.35,146.35,133.90,141.65,642787,929.00,4013
509496,ITDCEM,A,245.65,246.20,214.65,229.70,406344,925.00,7415
543300,SONACOMS,A,608.00,609.75,573.00,583.25,156868,924.00,7661
532839,DISHTV,A,21.39,21.39,19.00,19.12,4556859,900.00,7221
542011,GRSE,A,899.95,905.00,805.00,814.50,104887,877.00,3787
534597,RTNINDIA,A,62.90,64.30,55.15,56.24,1486026,875.00,10448
502330,ANDHRAPAP,B,588.00,601.00,543.85,548.95,149149,854.00,4720
532523,BIOCON,A,276.55,277.40,265.55,267.00,314524,847.00,6088
532942,KNRCON,A,283.05,286.95,266.50,268.30,303898,839.00,5823
540710,CAPACITE,B,241.85,245.95,212.15,219.30,373228,833.00,5808
540530,HUDCO,A,75.92,76.26,69.05,69.52,1161159,831.00,7246
532978,BAJAJFINSV,A,1560.00,1560.00,1526.85,1543.65,53519,825.00,2633
538891,MCLOUD,B,401.30,407.35,399.00,402.00,205122,825.00,1722
514162,WELSPUNIND,A,124.20,127.00,112.50,117.10,690382,825.00,8261
543650,DCXINDIA,B,341.50,343.00,304.80,308.65,256396,816.00,6415
532784,SOBHA,A,684.20,686.00,640.00,647.45,124402,815.00,4350
532286,JINDALSTEL,A,715.25,718.95,684.00,686.05,116203,810.00,4400
507878,UNITECH,Z,2.66,2.66,2.42,2.66,30558408,803.00,4048
500483,TATACOMM,A,1951.90,1951.90,1842.15,1851.70,42522,800.00,3358
500253,LICHSGFIN,A,456.10,457.45,438.20,438.20,178559,794.00,7292
500183,HFCL,A,78.24,78.24,70.00,71.40,1064775,784.00,4298
532532,JPASSOCIAT,A,13.03,13.20,11.53,11.77,6578542,783.00,6986
524230,RCF,A,133.65,134.10,122.65,123.30,613419,778.00,5211
500840,EIHOTEL,A,253.95,255.55,233.80,238.55,316680,769.00,1493
500302,PEL,A,1131.00,1134.65,1058.70,1063.50,70418,765.00,3041
531120,PATELENG,B,53.75,54.49,51.39,51.39,1473119,764.00,7278
542323,KPIGREEN,A,852.00,858.80,766.00,791.20,95446,762.00,8381
500228,JSWSTEEL,A,834.95,840.00,812.00,817.55,92036,761.00,2594
542216,DALBHARAT,A,2389.00,2420.00,2329.35,2330.00,31548,757.00,1536
543530,PARADEEP,A,73.30,73.57,66.15,67.01,1090473,753.00,7076
515055,ANANTRAJ,A,231.60,232.95,213.00,218.00,339280,746.00,4613
517146,USHAMART,A,373.00,373.55,302.10,361.00,211242,739.00,7167
500032,BAJAJHIND,A,28.01,28.14,23.86,24.94,2869477,734.00,6125
506401,DEEPAKNI,A,2342.75,2349.90,2239.55,2245.50,31989,728.00,2497
543272,EASEMYTRIP,A,39.89,40.03,38.51,38.94,1871472,728.00,8290
543977,RISHABH,B,460.75,469.90,444.70,447.05,159029,726.00,6723
540737,SGRL,B,485.00,498.75,476.15,489.65,147764,724.00,1680
532407,MOSCHIP,B,93.35,94.70,79.20,88.47,814976,718.00,5338
532915,RELIGARE,A,256.10,259.45,234.05,244.90,295764,717.00,4727
500690,GSFC,A,176.00,176.00,165.10,166.45,421126,713.00,5332
541153,BANDHANBNK,A,244.95,244.95,231.75,233.00,300249,710.00,4090
522074,ELGIEQUIP,A,500.95,538.40,490.50,499.85,138235,709.00,6143
500002,ABB,A,4631.25,4635.00,4384.25,4400.50,15820,704.00,2547
543768,NSLNISP,B,57.22,57.75,53.31,53.91,1279742,700.00,8645
505790,SCHAEFFLER,A,3713.65,3718.45,3366.95,3466.00,19600,690.00,3674
524164,IOLCP,A,461.85,466.90,432.30,437.35,153561,688.00,4637
543920,CFF,M,446.00,446.00,419.85,419.85,162400,687.00,136
500185,HCC,A,27.06,27.20,23.76,24.12,2749193,686.00,5307
531112,BALUFORGE,X,204.00,204.85,186.20,189.00,354611,682.00,3214
543573,SYRMA,A,574.35,576.00,517.65,528.50,126047,680.00,4291
531344,CONCOR,A,740.95,740.95,698.05,699.35,94182,670.00,3983
532348,SUBEX,A,37.50,37.80,33.62,33.88,1907682,668.00,5795
500116,IDBI,A,70.69,70.69,65.35,65.79,989728,661.00,2983
538835,INTELLECT,A,714.95,716.30,659.70,670.40,96421,657.00,3615
500330,RAYMOND,A,2091.05,2099.20,1980.00,2022.90,32435,656.00,3906
532454,BHARTIARTL,A,893.00,896.45,885.00,891.30,73062,651.00,2076
532830,ASTRAL,A,1934.65,1934.65,1866.20,1910.00,33977,646.00,4331
500440,HINDALCO,A,490.00,490.90,475.55,477.20,133562,643.00,2567
530005,INDIACEM,A,252.05,255.85,231.00,234.05,267536,642.00,3610
532345,GATI,A,164.90,167.70,155.00,160.05,395841,641.00,5278
500247,KOTAKBANK,A,1821.75,1821.75,1796.40,1811.25,35379,639.00,2279
517271,HBLPOWER,A,269.00,271.85,234.30,244.45,252931,639.00,5133
530655,GOODLUCK,B,601.05,611.95,563.85,568.10,111142,637.00,4501
532762,ACE,A,714.20,728.35,643.50,688.00,91590,634.00,6537
541601,RAJNISH,B,12.90,13.55,12.66,12.92,4862143,634.00,1412
540222,LAURUSLABS,A,405.00,405.45,377.75,384.25,163301,634.00,4002
539978,QUESS,A,421.35,458.00,420.05,426.10,144183,632.00,6568
590024,FACT,B,545.55,545.55,482.65,498.80,124432,632.00,3699
523405,JMFINANCIL,A,90.41,90.59,84.00,85.02,728621,630.00,4355
509631,HEG,A,1807.95,1807.95,1701.00,1708.25,36155,627.00,2401
533122,RTNPOWER,A,7.17,7.25,6.82,6.82,9042662,625.00,5200
539660,BESTAGRO,B,1163.00,1163.00,1094.00,1100.30,55832,624.00,4933
533758,APLAPOLLO,A,1735.75,1751.65,1611.05,1629.50,37568,622.00,3921
590071,SUNDARMFIN,B,2610.05,2980.00,2610.05,2752.00,21995,620.00,3821
532439,OLECTRA,A,1268.00,1272.00,1175.00,1196.70,51430,619.00,4542
543965,TVSSCS,B,246.05,246.10,225.25,228.90,262862,615.00,4591
530305,PICCADIL,X,107.10,108.80,95.00,98.80,621177,614.00,5074
532178,ENGINERSIN,A,163.20,163.20,145.60,147.05,402011,611.00,4421
523630,NFL,A,76.20,76.70,71.59,72.14,830283,609.00,4483
543389,SIGACHI,B,360.90,401.95,359.40,372.75,158388,607.00,5597
507880,VIPIND,A,683.80,688.50,644.40,651.45,92169,606.00,4750
543664,KAYNES,B,2230.00,2230.00,2052.05,2124.85,28114,600.00,4320
532488,DIVISLAB,A,3740.00,3848.60,3740.00,3788.50,15761,598.00,1791
524804,AUROPHARMA,A,871.95,886.00,857.45,871.30,68293,597.00,2400
523598,SCI,A,158.05,158.55,141.05,142.65,402661,596.00,4127
500547,BPCL,A,364.00,365.30,347.05,348.75,168172,595.00,4968
532485,BLIL,B,490.00,490.00,475.20,477.60,123421,594.00,2962
513377,MMTC,A,66.00,66.00,58.41,58.41,976895,592.00,5813
532755,TECHM,A,1270.00,1283.90,1251.65,1264.15,46506,589.00,2996
514448,JYOTIRES,A,1698.95,1699.00,1550.00,1613.40,36368,588.00,3948
500251,TRENT,A,2091.55,2110.60,2034.05,2057.15,28313,582.00,2676
524742,CAPPL,A,1040.00,1048.00,961.80,972.85,58816,582.00,4683
543896,AVALON,B,607.00,608.65,574.85,587.80,97976,579.00,5775
532468,KAMAHOLD,A,16364.85,16451.00,15301.00,15530.95,3623,575.00,975
500820,ASIANPAINT,A,3257.45,3280.00,3242.95,3264.95,17539,572.00,1769
532777,NAUKRI,A,4512.00,4539.00,4424.80,4489.35,12678,568.00,2417
532779,TORNTPOWER,A,727.45,735.85,711.90,719.90,78296,566.00,3954
512179,SUNTECK,A,410.00,410.00,379.00,392.90,144702,564.00,4540
500020,BOMDYEING,A,144.45,144.45,127.00,131.35,419375,562.00,4025
533169,MANINFRA,B,153.30,153.30,141.25,142.85,386165,562.00,5785
539448,INDIGO,A,2502.00,2515.00,2463.30,2499.00,22572,562.00,2474
543619,CNCRD,M,705.10,705.10,651.00,672.70,81500,562.00,134
534139,SCHNEIDER,A,362.25,362.25,322.40,337.95,166784,560.00,3995
502450,SESHAPAPER,B,411.10,421.75,376.30,387.15,140062,558.00,3796
517536,ONWARDTEC,B,620.00,621.20,556.75,565.80,97176,558.00,4475
532482,GRANULES,A,316.40,318.00,306.05,308.00,179896,556.00,3988
524000,POONAWALLA,A,395.70,397.40,375.55,377.00,145274,555.00,3330
540293,PRICOLLTD,A,327.90,331.45,287.85,307.90,180191,555.00,7092
542753,SEACOAST,XT,3.26,3.26,2.96,3.13,17775525,554.00,7096
532868,DLF,A,541.80,541.80,522.50,524.45,104550,552.00,2237
500550,SIEMENS,A,3952.95,3975.05,3814.60,3840.20,14220,549.00,1976
507753,TGVSL,A,109.85,112.00,100.00,103.00,524604,548.00,5278
539336,GUJGAS,A,462.75,463.50,450.10,450.90,120269,545.00,4283
543287,LODHA,A,814.80,817.75,750.00,786.80,69043,543.00,3855
532524,PTC,A,156.10,158.70,144.30,145.50,358973,541.00,3671
533293,KIRLOSENG,A,541.00,541.00,493.70,497.80,104235,533.00,4220
533282,GRAVITA,A,808.75,812.00,751.00,757.00,68444,530.00,5670
500125,EIDPARRY,A,536.35,536.35,501.55,505.40,103058,528.00,5070
500085,CHAMBLFERT,A,283.55,285.40,271.25,278.90,189752,527.00,3766
506022,PRAKASH,B,136.15,136.40,118.85,121.35,422895,527.00,5039
530343,GENUSPOWER,B,272.50,275.20,258.10,258.10,202492,527.00,3199
539874,UJJIVAN,A,520.95,533.05,497.00,499.30,101282,523.00,3126
532612,INDOCO,A,328.10,343.50,323.00,339.85,158201,521.00,3889
542904,UJJIVANSFB,A,50.36,51.10,48.25,48.70,1043668,514.00,2994
538962,MINDACORP,A,345.55,349.15,325.50,328.95,154214,514.00,4339
519602,KELLTONTEC,B,91.06,93.00,83.50,85.40,579987,507.00,6426
520051,JAMNAAUTO,A,122.10,123.55,114.45,114.95,431582,506.00,4954
532296,GLENMARK,A,811.05,819.85,788.60,814.00,61830,500.00,1632
532527,RKFORGE,A,730.45,734.60,600.00,656.45,73166,494.00,3839
534076,RHIM,A,771.85,778.10,722.00,724.55,66636,493.00,3635
540005,LTIM,A,5500.00,5536.10,5418.15,5500.00,8943,490.00,1424
526829,CONFIPET,A,90.86,91.45,83.70,85.75,568679,490.00,3488
512329,KRL,XT,4632.60,4632.60,4632.60,4632.60,10508,486.00,83
500060,BIRLACABLE,B,362.90,377.85,362.90,362.90,133204,485.00,1022
540699,DIXON,A,5195.00,5204.20,5016.90,5068.20,9515,483.00,2010
543972,AEROFLEX,B,154.85,157.25,147.25,148.65,319374,481.00,6270
543235,ANGELONE,A,1651.05,1886.60,1651.05,1775.10,26568,480.00,2676
539686,KPEL,B,542.00,542.05,515.10,515.10,92515,479.00,1567
533150,GODREJPROP,A,1694.85,1701.95,1618.80,1622.90,28935,476.00,2383
505714,GABRIEL,A,310.60,315.00,279.70,291.40,160976,476.00,6095
500425,AMBUJACEM,A,452.05,453.70,436.45,445.10,106434,474.00,2224
524404,MARKSANS,A,109.00,109.00,102.65,105.95,447354,474.00,4601
533295,PSB,B,42.05,42.34,37.85,38.64,1197366,474.00,3682
533106,OIL,A,283.05,286.65,270.30,272.90,169766,474.00,2831
539957,MGL,A,1055.05,1061.10,1012.65,1014.95,46001,474.00,2951
513683,NLCINDIA,A,143.65,143.65,125.60,127.70,359740,473.00,4352
504067,ZENSARTECH,A,551.75,560.35,504.15,512.55,89584,472.00,3365
501455,GREAVESCOT,A,147.10,149.00,137.00,138.00,333754,471.00,5049
539523,ALKEM,A,3620.05,3674.05,3620.05,3636.00,12956,471.00,987
532754,GMRINFRA,A,64.91,64.91,59.15,59.47,772445,471.00,2531
532541,COFORGE,A,5579.95,5587.85,5422.10,5460.65,8516,468.00,1952
524226,GAEL,A,293.90,296.15,269.00,275.40,167342,467.00,3189
532856,TIMETECHNO,A,149.55,154.70,141.10,141.95,318552,466.00,3368
532156,VAIBHAVGBL,A,439.20,446.05,404.20,414.65,109856,461.00,4687
509930,SUPREMEIND,A,4705.25,4705.25,4507.40,4605.50,10062,461.00,1957
532719,BLKASHYAP,B,52.65,54.20,47.08,50.65,943257,460.00,1502
543526,LICI,A,682.05,683.30,658.10,660.00,68803,458.00,2751
511218,SHRIRAMFIN,A,1974.95,1974.95,1892.45,1899.85,23673,457.00,2197
500040,CENTURYTEX,A,1067.05,1070.00,997.00,1007.75,44659,457.00,4088
532175,CYIENT,A,1854.65,1905.95,1735.90,1758.55,24801,452.00,2940
532321,ZYDUSLIFE,A,626.45,642.85,624.15,627.00,70941,448.00,3015
543330,DEVYANI,A,226.80,226.80,205.60,206.95,210427,448.00,4195
543591,DREAMFOLKS,B,510.95,513.10,484.65,488.15,90441,446.00,5611
532733,SUNTV,A,615.45,622.40,593.60,599.20,73823,446.00,3055
532734,GPIL,A,620.50,631.95,550.95,590.90,75054,446.00,2253
533146,DLINKINDIA,B,346.90,346.95,311.25,320.40,136896,442.00,3241
541729,HDFCAMC,A,2676.25,2687.40,2588.00,2627.00,16847,442.00,1483
500850,INDHOTEL,A,431.95,433.75,419.00,420.55,104031,441.00,2427
500800,TATACONSUM,A,869.25,873.30,856.00,863.85,51029,441.00,3099
533271,ASHOKA,A,112.40,113.10,100.30,101.45,414526,439.00,3485
543277,LXCHEM,A,312.25,313.55,285.60,290.00,148757,438.00,3945
500410,ACC,A,2056.25,2070.00,2004.75,2015.80,21507,437.00,1835
500378,JINDALSAW,A,387.70,388.90,312.15,334.45,125118,435.00,4426
540180,VBL,A,925.70,930.80,906.15,919.15,47226,435.00,2261
539201,SATIA,B,138.80,140.65,126.05,128.10,329787,434.00,3518
538970,WARDINMOBI,A,43.20,43.30,40.17,41.05,1053382,434.00,6499
532539,UNOMINDA,A,637.55,638.90,601.95,605.75,70685,434.00,3929
523457,LINDEINDIA,A,6536.05,6536.05,6010.00,6054.65,6973,434.00,1621
539799,BHARATWIRE,B,270.05,293.70,250.70,258.95,156345,432.00,1262
539889,PARAGMILK,B,204.35,206.00,176.95,189.45,224463,430.00,5407
531921,AGARIND,B,1038.45,1060.70,919.75,934.20,43971,430.00,3725
533179,PERSISTENT,A,5956.95,5993.75,5831.00,5831.00,7232,427.00,1507
540762,TIINDIA,A,3686.95,3686.95,3321.00,3359.50,12286,424.00,2637
532926,JYOTHYLAB,A,367.70,369.80,337.25,350.00,120328,421.00,4031
532757,VOLTAMP,A,5120.05,5275.00,4670.15,4693.00,8608,421.00,2261
543434,SUPRIYA,B,295.20,298.95,266.00,279.35,149184,421.00,4401
543620,INA,M,421.05,433.70,399.70,399.70,103000,419.00,52
500038,BALRAMCHIN,A,418.65,421.85,398.50,402.00,103193,419.00,2272
522229,TANAA,X,275.90,278.40,250.00,252.75,161556,417.00,2810
